证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
300800,力合科技,湖南,创业板,"雄安新区,专精特新,数字孪生,乡村振兴,工业互联网,微盘股概念,水利建设,数字乡村,新型城镇化建设,节能环保,华为概念,污水处理,深海科技,国产软件,一带一路,仪器仪表概念,PM2.5,人工智能,国产操作系统,科创企业同股同权,TMT,碳中和",9.46,3.28,0.3,9.49,9.1,1.52,1.09,3551950.0,33184406.0,1.03,22.4,2216539490.0,环保-环保设备Ⅱ-环保设备Ⅲ,专精特新/核心供应商
300802,矩子科技,上海,创业板,"半导体产业,LED概念,特斯拉,芯片概念,小米概念,华为概念,创投,储能概念,人工智能,先进封装(Chiplet),半导体设备概念,深股通,无人机,智能制造,商业航天,汽车电子概念,苹果概念,光伏概念,PCB概念,消费电子产业,机器视觉,太阳能概念,高送转,比亚迪概念,TMT,科创企业同股同权,MiniLED",20.45,0.25,0.05,21.77,20.37,6.28,0.73,12706394.0,265763386.39,0.84,58.09,4138255762.75,机械设备-自动化设备-其他自动化设备,核心供应商
300803,指南针,,,,82.41,3.27,2.61,85.2,78.92,4.78,1.46,28943672.0,2405017446.54,0.1,502.53,49886001988.62,计算机-软件开发-垂直应用软件,核心供应商
300805,电声股份,广东,创业板,"网红直播,首发经济,新能源车,跨境电商概念,微信小店,华为概念,小红书概念,电商概念,文化传媒概念,TMT,科创企业同股同权,阿里概念,网约车,虚拟现实（VR）",8.24,8.99,0.68,8.42,7.68,10.49,1.69,30239900.0,245208561.0,0.36,34.97,2376015140.48,传媒-广告营销-营销代理,核心供应商
300806,斯迪克,江苏,创业板,"专精特新,新能源车,特斯拉,柔性屏,华为概念,储能概念,手机产业,富士康概念,MLCC,HALO,光刻胶,融资融券,AI眼镜,深股通,转融券标的,苹果概念,汽车电子概念,被动元件概念,氢能源,小盘股,PCB概念,新材料,消费电子产业,高送转,石墨烯,股权激励,科创企业同股同权,无线耳机,虚拟现实（VR）",39.27,-5.71,-2.38,41.87,38.78,7.37,0.83,33675870.0,1339860928.89,0.03,248.87,17933383147.68,基础化工-塑料-膜材料,专精特新/核心供应商
300807,天迈科技,河南,创业板,"北斗导航,乡村振兴,新能源车,ERP概念,华为概念,智能穿戴,百度概念,人工智能,无人驾驶,并购重组,物联网,人脸识别,数据要素,车联网(车路协同),雄安新区,移动支付,充电桩,东数西算/算力,智能座舱,微盘股概念,数字中国,数据中心,比亚迪概念,快充概念,科创企业同股同权,智能交通,TMT,智慧停车,快递物流,网约车,冷链物流,电子后视镜,大数据,EDR概念",37.53,3.79,1.37,37.96,36.56,3.29,1.52,1710900.0,63958192.0,-,25.54,1949307787.17,计算机-计算机设备-其他计算机设备,核心供应商
300808,久量股份,,,,16.96,2.6,0.43,17.25,16.85,1.48,1.09,1762800.0,30106162.0,-,27.14,2016536842.88,电子-光学光电子-LED,核心供应商
300809,华辰装备,江苏,创业板,"专精特新,工业母机,摩尔线程概念,深股通,第三代半导体,新型工业化,光刻机,高送转,人形机器人,工业自动化,一带一路,科创企业同股同权,机器人概念",23.28,2.51,0.57,23.4,22.51,4.31,0.54,6493720.0,150507958.94,0.52,59.02,3505258053.12,机械设备-通用设备-机床工具,专精特新/核心供应商
300810,中科海讯,北京,创业板,"航海装备概念,军工,深海科技,专精特新,海工装备,深股通,人工智能,芯片概念,科创企业同股同权,TMT,机器人概念,数据中心",23.81,0.98,0.23,23.86,23.36,1.41,0.68,1601850.0,37873665.0,0.08,28.11,2714446549.75,国防军工-航海装备Ⅱ-航海装备Ⅲ,专精特新
300811,铂科新材,广东,创业板,"半导体材料概念,专精特新,新能源车,芯片概念,深圳特区,华为概念,储能概念,高端合金,共封装光模块(CPO）,AI算力芯片,稀土永磁,融资融券,充电桩,转融券标的,东数西算/算力,深股通,被动元件概念,数据中心,光伏概念,小盘股,英伟达概念,新材料,高送转,比亚迪概念,存储器,TMT,碳基半导体,科创企业同股同权",57.31,-1.34,-0.78,59.48,56.24,3.52,0.78,11769051.0,675092516.49,0.25,233.73,19184028373.18,有色金属-金属新材料-磁性材料,专精特新/核心供应商
300812,易天股份,广东,创业板,"MR头显,半导体产业,专精特新,医疗器械概念,工业母机,第三代半导体,芯片概念,深圳特区,柔性屏,华为概念,消费电子产业,MicroLED,OLED,科创企业同股同权,先进封装(Chiplet),QFII重仓,共封装光模块(CPO）,MiniLED",17.45,0.98,0.17,17.53,17.05,3.22,0.76,5722080.0,99142856.2,0.2,34.22,3105047346.2,电子-消费电子-消费电子零部件及组装,专精特新/核心供应商
300813,泰林生物,,,,18.08,1.63,0.29,18.33,17.84,2.01,0.74,1531890.0,27852962.9,0.72,21.91,1375003399.84,机械设备-专用设备-其他专用设备,核心供应商
300814,中富电路,广东,创业板,"半导体产业,毫米波雷达,5G概念,融资融券,华为汽车,深股通,转融券标的,新能源车,汽车电子概念,高价股,华为概念,数据中心,小盘股,PCB概念,光通信,铜缆高速连接器,太阳能概念,一带一路,TMT,先进封装(Chiplet),科创企业同股同权,共封装光模块(CPO）,MiniLED",100.17,1.79,1.76,112.76,100.0,5.22,1.18,9989032.0,1063856715.46,0.05,191.76,19175556322.44,电子-元件-印制电路板,核心供应商
300816,艾可蓝,安徽,创业板,"汽车零部件概念,氢能源,尾气治理,专精特新,深股通,燃料电池概念,DeepSeek概念股,科创企业同股同权,智能医疗,节能环保,汽车检测,云计算",44.44,-0.16,-0.07,44.88,43.51,2.99,0.88,1743400.0,76860785.0,0.27,35.55,2593755442.96,汽车-汽车零部件-其他汽车零部件,专精特新
300817,双飞集团,浙江,创业板,"人民币贬值受益,军工,汽车零部件概念,风电概念,专精特新,长三角一体化,新能源车,特斯拉,科创企业同股同权,两轮车,减速器,机器人概念",15.46,5.67,0.83,15.48,14.63,2.8,1.57,3504136.0,53461816.43,1.35,33.75,1936538971.38,机械设备-通用设备-金属制品,专精特新/核心供应商
300818,耐普矿机,江西,创业板,"专精特新,有色金属概念,新材料,高送转,铜概念,一带一路,深股通,科创企业同股同权,宁德时代概念,含可转债,26中报预减",19.46,2.53,0.48,19.65,18.75,3.13,0.75,4454780.0,85883604.7,0.36,42.7,2765836372.6,机械设备-通用设备-磨具磨料,专精特新
300820,英杰电气,四川,创业板,"半导体设备概念,半导体产业,专精特新,PLC概念,融资融券,深股通,充电桩,转融券标的,新能源车,第三代半导体,芯片概念,碳化硅,光伏概念,小盘股,氢能源,储能概念,可控核聚变,太阳能概念,高送转,核电概念,科创企业同股同权,TOPCon电池",43.3,-1.14,-0.5,44.25,42.6,4.95,0.94,5531097.0,239139539.1,0.92,96.21,4840404725.4,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,专精特新/核心供应商
300822,贝仕达克,,,,11.06,2.5,0.27,11.14,10.81,1.13,0.91,3263830.0,35981344.6,0.27,34.46,3196141329.22,电子-消费电子-消费电子零部件及组装,核心供应商
300823,建科智能,天津,创业板,"专精特新,雄安新区,工程机械概念,微盘股概念,智能制造,水利建设,新型城镇化建设,装配式建筑,新型工业化,铁路基建,工业自动化,核电概念,一带一路,高铁,科创企业同股同权,机器人概念",14.07,3.68,0.5,14.08,13.51,4.89,1.4,4146999.0,57386032.13,1.75,18.43,1192987223.82,机械设备-专用设备-其他专用设备,专精特新/核心供应商
300825,阿尔特,北京,创业板,"乡村振兴,燃料电池概念,新能源车,芯片概念,新型工业化,华为概念,汽车零部件概念,农机,京津冀一体化,算力租赁,人工智能,无人驾驶,机器人概念,数据要素,车联网(车路协同),飞行汽车(eVTOL),数字孪生,低空经济,融资融券,华为汽车,深股通,东数西算/算力,转融券标的,充电桩,智能座舱,英伟达概念,高送转,换电概念,人形机器人,比亚迪概念,股权激励,快递物流,汽车芯片,科创企业同股同权,Gemini多模态,智谱AI,减速器,虚拟现实（VR）",10.6,-3.46,-0.38,11.6,10.3,9.73,1.09,47136481.0,503106205.68,-,52.46,5135571740.0,汽车-汽车服务-汽车综合服务,核心供应商
300826,测绘股份,江苏,创业板,"军工,空间计算,数字孪生,数字经济,昨日高振幅,东数西算/算力,水利建设,元宇宙,新型城镇化建设,智慧城市,华为概念,深地经济,华为鸿蒙,国产软件,土壤修复,时空大数据,高铁,科创企业同股同权,地理信息,碳中和,地下管网,机器人概念,数据要素",11.57,1.4,0.16,11.73,11.41,3.95,0.95,8661525.0,100250821.54,0.2,26.41,2540127643.56,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,核心供应商
300827,上能电气,江苏,创业板,"专精特新,融资融券,转融券标的,深股通,宁德时代概念,数据中心,氢能源,小盘股,光伏概念,储能概念,太阳能概念,可控核聚变,高送转,一带一路,智能电网,科创企业同股同权,纳入富时罗素",25.91,4.56,1.13,26.0,24.89,4.53,1.61,19781974.0,508282773.4,0.46,144.24,11310758525.25,电力设备-光伏设备-逆变器,专精特新/核心供应商
300828,锐新科技,,,,14.62,4.58,0.64,14.88,14.21,4.6,1.16,3880034.0,56950294.1,0.41,24.33,1233479385.3,机械设备-通用设备-金属制品,核心供应商
300830,金现代,山东,创业板,"区块链,华为算力,职业教育,远程办公,数字经济,工业互联网,AI营销,新型工业化,华为概念,互联网金融,电力物联网,信创,核电概念,百度概念,人工智能,人脸识别,华为鲲鹏,数据要素,车联网(车路协同),军工信息化,军工,智慧政务,风电概念,深股通,充电桩,虚拟电厂,智能制造,超超临界发电,特高压,华为鸿蒙,国产软件,AI编程,换电概念,智能电网,轨道交通,DeepSeek概念股,Gemini多模态,TMT,科创企业同股同权,智谱AI,大数据,金融科技",8.14,6.13,0.47,8.29,7.67,5.36,1.79,18076957.0,146144228.27,-,36.76,2743870044.08,计算机-软件开发-垂直应用软件,核心供应商
300831,ST派瑞,,,,14.77,2.93,0.42,15.15,14.68,3.19,0.99,5880700.0,87530560.0,0.31,47.26,2724832224.8,电子-半导体-分立器件,核心供应商
300833,浩洋股份,广东,创业板,"首发经济,专精特新,机器视觉,粤港澳自贸区,高送转,深股通,文化传媒概念,节能照明,科创企业同股同权",33.67,1.11,0.37,33.8,33.15,0.89,1.05,722201.0,24215266.61,2.08,42.59,2735811573.95,机械设备-专用设备-其他专用设备,专精特新
300834,星辉环材,广东,创业板,"化学原料概念,专精特新,粤港澳自贸区,新材料,融资融券,深股通,转融券标的,科创企业同股同权",37.41,0.59,0.22,37.77,36.66,0.72,0.51,1386739.0,51557711.99,0.38,72.47,7182654682.14,基础化工-塑料-改性塑料,专精特新
300835,龙磁科技,安徽,创业板,"稀土永磁,专精特新,融资融券,转融券标的,深股通,新能源车,高价股,数据中心,小盘股,光伏概念,新材料,消费电子产业,高送转,股权激励,TMT,碳基半导体,科创企业同股同权",118.93,-4.2,-5.22,126.0,117.7,3.96,0.79,3304518.0,397994569.21,0.16,141.82,9918681722.25,有色金属-金属新材料-磁性材料,专精特新
300837,浙矿股份,浙江,创业板,"固废处理,专精特新,有色金属概念,工程机械概念,微盘股概念,并购重组,科创企业同股同权,含可转债,动力电池回收",22.02,3.72,0.79,22.09,21.2,2.8,1.14,2114900.0,46060268.0,1.36,22.02,1664585649.24,机械设备-专用设备-能源及重型设备,专精特新/核心供应商
300838,浙江力诺,浙江,创业板,"专精特新,中俄贸易,仪器仪表概念,工业4.0,微盘股概念,水利建设,科创企业同股同权,芯片概念",12.9,4.88,0.6,12.9,12.15,3.61,1.18,3675600.0,46443117.0,-,17.8,1312479862.5,机械设备-通用设备-金属制品,专精特新/核心供应商
300839,博汇股份,浙江,创业板,"油气设备服务,氢能源,专精特新,新材料,行业龙头,液冷概念,东数西算/算力,科创企业同股同权",10.51,4.89,0.49,10.58,9.93,3.26,1.24,9244800.0,95908131.0,-,30.28,2976236492.98,石油石化-炼化及贸易-其他石化,专精特新/行业龙头
300840,酷特智能,山东,创业板,"网红直播,C2M概念,抗病毒面料,深股通,病毒防治,工业互联网,纺织服装概念,华为盘古,AI智能体,新型工业化,华为概念,数据中心,华为鸿蒙,三胎概念,人工智能,DeepSeek概念股,科创企业同股同权",17.25,13.49,2.05,17.71,15.85,8.28,2.1,14664353.0,246753693.55,0.58,41.4,3054718578.75,纺织服饰-服装家纺-非运动服装,核心供应商
300842,帝科股份,江苏,创业板,"BC电池,半导体材料概念,半导体产业,专精特新,融资融券,深股通,转融券标的,新能源车,钙钛矿电池,第三代半导体,芯片概念,商业航天,汽车电子概念,光伏概念,新材料,太阳能概念,中芯国际概念,存储器,碳基半导体,并购重组,科创企业同股同权,TMT,HJT/HIT电池,TOPCon电池",51.0,0.0,0.0,52.16,50.5,3.26,0.9,4206763.0,215556235.6,-,74.09,6585193440.0,电力设备-光伏设备-光伏辅材,专精特新/核心供应商
300843,胜蓝股份,,,,102.31,5.46,5.3,112.58,102.04,6.37,1.15,10218302.0,1098894527.09,0.2,167.49,16420703640.38,电子-消费电子-消费电子零部件及组装,核心供应商
300845,捷安高科,河南,创业板,"车联网(车路协同),军工,军工信息化,专精特新,大飞机,航空发动机,数字孪生,职业教育,微盘股概念,元宇宙,军民融合,铁路基建,磁悬浮,国产软件,机器视觉,增强现实（AR）,一带一路,人工智能,轨道交通,高铁,科创企业同股同权,TMT,虚拟现实（VR）",10.13,4.0,0.39,10.35,9.65,6.45,1.32,9267822.0,93184533.44,1.96,20.83,1456510616.61,计算机-计算机设备-其他计算机设备,专精特新/核心供应商
300846,首都在线,北京,创业板,"专精特新,腾讯云概念,元宇宙,芯片概念,数字乡村,华为概念,创投,华为昇腾,信创,京津冀一体化,ChatGPT,算力租赁,百度概念,在线教育,无人驾驶,国产操作系统,人工智能,AIGC,云游戏,人工智能大模型,IT服务概念,云计算,数据要素,数据安全,智慧政务,车联网(车路协同),融资融券,转融券标的,深股通,东数西算/算力,快手概念,商业航天,网络安全,数据中心,英伟达概念,虚拟数字人,算力一体机,一带一路,DeepSeek概念股,科创企业同股同权,TMT,智谱AI,OpenClaw概念",20.04,5.03,0.96,20.15,19.34,10.46,1.43,43518039.0,861246504.84,-,101.06,8340289865.16,计算机-IT服务Ⅱ-IT服务Ⅲ,专精特新/核心供应商
300847,中船汉光,,,,14.37,1.63,0.23,14.48,14.05,1.83,0.55,5426550.0,77713387.5,0.81,42.54,4253663700.0,计算机-计算机设备-其他计算机设备,核心供应商
300848,美瑞新材,山东,创业板,"专精特新,充电桩,深股通,户外用品（露营）,可降解塑料,新型工业化,小米概念,华为概念,分散染料,化学原料概念,新材料,高送转,科创企业同股同权",12.83,1.18,0.15,12.91,12.6,0.83,0.74,2094925.0,26820432.25,0.39,54.9,3247561828.96,基础化工-化学制品-聚氨酯,专精特新/核心供应商
300850,新强联,,,,29.31,-2.53,-0.76,29.93,28.92,6.75,0.72,20317080.0,597263675.51,1.01,121.37,8816014036.14,电力设备-风电设备-风电零部件,核心供应商
300851,交大思诺,,,,22.05,1.99,0.43,22.28,21.74,2.67,1.09,1319344.0,29052757.6,3.08,19.17,1087932865.95,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商
300852,四会富仕,,,,36.6,4.57,1.6,38.69,36.51,4.63,1.37,7182096.0,270764004.32,0.38,58.75,5671400982.6,电子-元件-印制电路板,核心供应商
300853,申昊科技,浙江,创业板,"专精特新,海工装备,东数西算/算力,无人机,新型工业化,核酸采样亭,智能穿戴,深海科技,机器视觉,电力物联网,储能概念,人形机器人,一带一路,语音技术,智能电网,人工智能,轨道交通,DeepSeek概念股,科创企业同股同权,传感器,机器人概念,含可转债",23.33,5.95,1.31,23.57,21.4,8.83,1.6,8685909.0,198744108.81,-,34.28,2293667416.41,电力设备-电网设备-电网自动化设备,专精特新/核心供应商
300855,图南股份,江苏,创业板,"军工,专精特新,航空发动机,大飞机,燃气轮机,融资融券,深股通,转融券标的,军民融合,新材料,高送转,核电概念,通用航空,特钢概念,股权激励,科创企业同股同权,高端合金,纳入富时罗素",29.6,6.55,1.82,29.63,27.84,2.65,1.56,7762538.0,225284075.14,0.84,117.08,8671501684.8,有色金属-金属新材料-其他金属新材料,专精特新
